DATE,SST(K),SST(degC),CW(degC),DelT
3/13/1999,302.050969393223,29.0109364144,9,20.0109364144
3/14/1999,302.0109364144,28.978797262388,9,19.978797262388
3/15/1999,301.978797262388,28.976541883299,9,19.976541883299
3/16/1999,301.976541883299,29.0109364144,9,20.0109364144
3/17/1999,302.0109364144,29.085363924324,9,20.085363924324
3/18/1999,302.085363924324,29.206026705563,9,20.206026705563
3/19/1999,302.206026705563,29.352626346321,9,20.352626346321
3/20/1999,302.352626346321,29.498098297535,9,20.498098297535
3/21/1999,302.498098297535,29.632857198079,9,20.632857198079
3/22/1999,302.632857198079,29.749009221141,9,20.749009221141
3/23/1999,302.749009221141,29.83809669514,9,20.83809669514
3/24/1999,302.83809669514,29.872491226241,9,20.872491226241
3/25/1999,302.872491226241,29.8510651249,9,20.8510651249
3/26/1999,302.8510651249,29.803138319267,9,20.803138319267
3/27/1999,302.803138319267,29.756903047951,9,20.756903047951
3/28/1999,302.756903047951,29.742243083875,9,20.742243083875
3/29/1999,302.742243083875,29.775509925432,9,20.775509925432
3/30/1999,302.775509925432,29.844862832406,9,20.844862832406
3/31/1999,302.844862832406,29.936769530266,9,20.936769530266
4/1/1999,302.936769530266,30.033750831075,9,21.033750831075
4/2/1999,303.033750831075,30.122838305075,9,21.122838305075
4/3/1999,303.122838305075,30.207978865669,9,21.207978865669
4/4/1999,303.207978865669,30.288044823314,9,21.288044823314
4/5/1999,303.288044823314,30.346120834845,9,21.346120834845
4/6/1999,303.346120834845,30.365291557098,9,21.365291557098
4/7/1999,303.365291557098,30.325258578275,9,21.325258578275
4/8/1999,303.325258578275,30.283534065137,9,21.283534065137
4/9/1999,303.283534065137,30.276767927871,9,21.276767927871
4/10/1999,303.276767927871,30.263799498111,9,21.263799498111
4/11/1999,303.263799498111,30.201776573175,9,21.201776573175
4/12/1999,303.201776573175,30.048974639923,9,21.048974639923
4/13/1999,303.048974639923,29.869108157608,9,20.869108157608
4/14/1999,302.869108157608,29.747317686825,9,20.747317686825
4/15/1999,302.747317686825,29.67514555599,9,20.67514555599
4/16/1999,302.67514555599,29.645261783066,9,20.645261783066
4/17/1999,302.645261783066,29.650336386015,9,20.650336386015
4/18/1999,302.650336386015,29.750700755457,9,20.750700755457
4/19/1999,302.750700755457,29.955940252519,9,20.955940252519
4/20/1999,302.955940252519,30.175839713656,9,21.175839713656
4/21/1999,303.175839713656,30.320183975326,9,21.320183975326
4/22/1999,303.320183975326,30.302140942617,9,21.302140942617
4/23/1999,303.302140942617,30.135242890062,9,21.135242890062
4/24/1999,303.135242890062,29.919290342329,9,20.919290342329
4/25/1999,302.919290342329,29.676837090306,9,20.676837090306
4/26/1999,302.676837090306,29.433256148738,9,20.433256148738
4/27/1999,302.433256148738,29.217303601006,9,20.217303601006
4/28/1999,302.217303601006,29.09494928545,9,20.09494928545
4/29/1999,302.09494928545,29.101151577944,9,20.101151577944
4/30/1999,302.101151577944,29.198696723525,9,20.198696723525
5/1/1999,302.198696723525,29.354317880638,9,20.354317880638
5/2/1999,302.354317880638,29.535312052497,9,20.535312052497
5/3/1999,302.535312052497,29.67514555599,9,20.67514555599
5/4/1999,302.67514555599,29.755211513635,9,20.755211513635
5/5/1999,302.755211513635,29.805957543128,9,20.805957543128
5/6/1999,302.805957543128,29.857831262165,9,20.857831262165
5/7/1999,302.857831262165,29.94297182276,9,20.94297182276
5/8/1999,302.94297182276,30.012324729734,9,21.012324729734
5/9/1999,303.012324729734,30.015143953594,9,21.015143953594
5/10/1999,303.015143953594,29.977930198633,9,20.977930198633
5/11/1999,302.977930198633,29.931131082545,9,20.931131082545
5/12/1999,302.931131082545,29.900119620076,9,20.900119620076
5/13/1999,302.900119620076,29.893917327583,9,20.893917327583
5/14/1999,302.893917327583,29.887715035089,9,20.887715035089
5/15/1999,302.887715035089,29.868544312836,9,20.868544312836
5/16/1999,302.868544312836,29.820617507204,9,20.820617507204
5/17/1999,302.820617507204,29.732657722749,9,20.732657722749
5/18/1999,302.732657722749,29.604664959471,9,20.604664959471
5/19/1999,302.604664959471,29.465959145523,9,20.465959145523
5/20/1999,302.465959145523,29.339657916562,9,20.339657916562
5/21/1999,302.339657916562,29.251134287335,9,20.251134287335
5/22/1999,302.251134287335,29.224633583044,9,20.224633583044
5/23/1999,302.224633583044,29.259591958917,9,20.259591958917
5/24/1999,302.259591958917,29.328944865891,9,20.328944865891
5/25/1999,302.328944865891,29.412957736941,9,20.412957736941
5/26/1999,302.412957736941,29.495279073675,9,20.495279073675
5/27/1999,302.495279073675,29.556738153839,9,20.556738153839
5/28/1999,302.556738153839,29.579291944725,9,20.579291944725
5/29/1999,302.579291944725,29.549972016573,9,20.549972016573
5/30/1999,302.549972016573,29.473852972333,9,20.473852972333
5/31/1999,302.473852972333,29.353754035866,9,20.353754035866
6/1/1999,302.353754035866,29.187983672854,9,20.187983672854
6/2/1999,302.187983672854,29.035181739603,9,20.035181739603
6/3/1999,302.035181739603,28.929742767211,9,19.929742767211
6/4/1999,301.929742767211,28.841219137984,9,19.841219137984
6/5/1999,301.841219137984,28.734088631276,9,19.734088631276
6/6/1999,301.734088631276,28.576775939847,9,19.576775939847
6/7/1999,301.576775939847,28.423410161823,9,19.423410161823
6/8/1999,301.423410161823,28.330375774419,9,19.330375774419
6/9/1999,301.330375774419,28.28075743447,9,19.28075743447
6/10/1999,301.28075743447,28.251437506318,9,19.251437506318
6/11/1999,301.251437506318,28.222681422938,9,19.222681422938
6/12/1999,301.222681422938,28.204074545458,9,19.204074545458
6/13/1999,301.204074545458,28.211404527495,9,19.211404527495
6/14/1999,301.211404527495,28.235086007926,9,19.235086007926
6/15/1999,301.235086007926,28.26778900471,9,19.26778900471
6/16/1999,301.26778900471,28.299928156723,9,19.299928156723
6/17/1999,301.299928156723,28.295417398545,9,19.295417398545
6/18/1999,301.295417398545,28.248054437685,9,19.248054437685
6/19/1999,301.248054437685,28.197308408192,9,19.197308408192
6/20/1999,301.197308408192,28.182648444116,9,19.182648444116
6/21/1999,301.182648444116,28.24410752428,9,19.24410752428
6/22/1999,301.24410752428,28.35180187576,9,19.35180187576
6/23/1999,301.35180187576,28.450474710886,9,19.450474710886
6/24/1999,301.450474710886,28.538434495341,9,19.538434495341
6/25/1999,301.538434495341,28.618500452986,9,19.618500452986
6/26/1999,301.618500452986,28.690672583821,9,19.690672583821
6/27/1999,301.690672583821,28.709279461301,9,19.709279461301
6/28/1999,301.709279461301,28.653458828859,9,19.653458828859
6/29/1999,301.653458828859,28.567754423493,9,19.567754423493
6/30/1999,301.567754423493,28.495582292658,9,19.495582292658
7/1/1999,301.495582292658,28.478666949493,9,19.478666949493
7/2/1999,301.478666949493,28.513061480594,9,19.513061480594
7/3/1999,301.513061480594,28.560988286227,9,19.560988286227
7/4/1999,301.560988286227,28.620191987302,9,19.620191987302
7/5/1999,301.620191987302,28.686725670416,9,19.686725670416
7/6/1999,301.686725670416,28.75889780125,9,19.75889780125
7/7/1999,301.75889780125,28.805696917339,9,19.805696917339
7/8/1999,301.805696917339,28.809643830744,9,19.809643830744
7/9/1999,301.809643830744,28.790473108491,9,19.790473108491
7/10/1999,301.790473108491,28.761717025111,9,19.761717025111
7/11/1999,301.761717025111,28.74029092377,9,19.74029092377
7/12/1999,301.74029092377,28.742546302858,9,19.742546302858
7/13/1999,301.742546302858,28.75607857739,9,19.75607857739
7/14/1999,301.75607857739,28.761717025111,9,19.761717025111
7/15/1999,301.761717025111,28.74029092377,9,19.74029092377
7/16/1999,301.74029092377,28.67206570634,9,19.67206570634
7/17/1999,301.67206570634,28.584105921885,9,19.584105921885
7/18/1999,301.584105921885,28.51193379105,9,19.51193379105
7/19/1999,301.51193379105,28.444836263164,9,19.444836263164
7/20/1999,301.444836263164,28.373227977102,9,19.373227977102
7/21/1999,301.373227977102,28.286395882191,9,19.286395882191
7/22/1999,301.286395882191,28.221553733394,9,19.221553733394
7/23/1999,301.221553733394,28.205202235002,9,19.205202235002
7/24/1999,301.205202235002,28.214787596128,9,19.214787596128
7/25/1999,301.214787596128,28.227756025888,9,19.227756025888
7/26/1999,301.227756025888,28.221553733394,9,19.221553733394
7/27/1999,301.221553733394,28.192233805242,9,19.192233805242
7/28/1999,301.192233805242,28.156711584597,9,19.156711584597
7/29/1999,301.156711584597,28.129083190762,9,19.129083190762
7/30/1999,301.129083190762,28.118933984863,9,19.118933984863
7/31/1999,301.118933984863,28.142051620521,9,19.142051620521
8/1/1999,301.142051620521,28.18377613366,9,19.18377613366
8/2/1999,301.18377613366,28.225500646799,9,19.225500646799
8/3/1999,301.225500646799,28.266661315166,9,19.266661315166
8/4/1999,301.266661315166,28.310641207393,9,19.310641207393
8/5/1999,301.310641207393,28.358004168254,9,19.358004168254
8/6/1999,301.358004168254,28.383377183,9,19.383377183
8/7/1999,301.383377183,28.373791821874,9,19.373791821874
8/8/1999,301.373791821874,28.346727272811,9,19.346727272811
8/9/1999,301.346727272811,28.323609637153,9,19.323609637153
8/10/1999,301.323609637153,28.320790413292,9,19.320790413292
8/11/1999,301.320790413292,28.34390804895,9,19.34390804895
8/12/1999,301.34390804895,28.37548335619,9,19.37548335619
8/13/1999,301.37548335619,28.403675594798,9,19.403675594798
8/14/1999,301.403675594798,28.418335558873,9,19.418335558873
8/15/1999,301.418335558873,28.407058663431,9,19.407058663431
8/16/1999,301.407058663431,28.374919511418,9,19.374919511418
8/17/1999,301.374919511418,28.335450377368,9,19.335450377368
8/18/1999,301.335450377368,28.29147048514,9,19.29147048514
8/19/1999,301.29147048514,28.248054437685,9,19.248054437685
8/20/1999,301.248054437685,28.210276837951,9,19.210276837951
8/21/1999,301.210276837951,28.189978426154,9,19.189978426154
8/22/1999,301.189978426154,28.195616873875,9,19.195616873875
8/23/1999,301.195616873875,28.217606819989,9,19.217606819989
8/24/1999,301.217606819989,28.245799058596,9,19.245799058596
8/25/1999,301.245799058596,28.27286360766,9,19.27286360766
8/26/1999,301.27286360766,28.307258138761,9,19.307258138761
8/27/1999,301.307258138761,28.348418807127,9,19.348418807127
8/28/1999,301.348418807127,28.378302580051,9,19.378302580051
8/29/1999,301.378302580051,28.374355666646,9,19.374355666646
8/30/1999,301.374355666646,28.315715810343,9,19.315715810343
8/31/1999,301.315715810343,28.216479130445,9,19.216479130445
9/1/1999,301.216479130445,28.108784778965,9,19.108784778965
9/2/1999,301.108784778965,28.010111943839,9,19.010111943839
9/3/1999,301.010111943839,27.935684433915,9,18.935684433915
9/4/1999,300.935684433915,27.899034523726,9,18.899034523726
9/5/1999,300.899034523726,27.923279848928,9,18.923279848928
9/6/1999,300.923279848928,28.001090427485,9,19.001090427485
9/7/1999,301.001090427485,28.103710176015,9,19.103710176015
9/8/1999,301.103710176015,28.19956378728,9,19.19956378728
9/9/1999,301.19956378728,28.258767488356,9,19.258767488356
9/10/1999,301.258767488356,28.243543679508,9,19.243543679508
9/11/1999,301.243543679508,28.165733100951,9,19.165733100951
9/12/1999,301.165733100951,28.070443334459,9,19.070443334459
9/13/1999,301.070443334459,28.003345806573,9,19.003345806573
9/14/1999,301.003345806573,28.008984254295,9,19.008984254295
9/15/1999,301.008984254295,28.074954092636,9,19.074954092636
9/16/1999,301.074954092636,28.159530808458,9,19.159530808458
9/17/1999,301.159530808458,28.257075954039,9,19.257075954039
9/18/1999,301.257075954039,28.35969570257,9,19.35969570257
9/19/1999,301.35969570257,28.462879295873,9,19.462879295873
9/20/1999,301.462879295873,28.505167653784,9,19.505167653784
9/21/1999,301.505167653784,28.465134674962,9,19.465134674962
9/22/1999,301.465134674962,28.397473302304,9,19.397473302304
9/23/1999,301.397473302304,28.355748789165,9,19.355748789165
9/24/1999,301.355748789165,28.396909457532,9,19.396909457532
9/25/1999,301.396909457532,28.488816155392,9,19.488816155392
9/26/1999,301.488816155392,28.570573647353,9,19.570573647353
9/27/1999,301.570573647353,28.653458828859,9,19.653458828859
9/28/1999,301.653458828859,28.741982458086,9,19.741982458086
9/29/1999,301.741982458086,28.845166051389,9,19.845166051389
9/30/1999,301.845166051389,28.904369752464,9,19.904369752464
10/1/1999,301.904369752464,28.889145943616,9,19.889145943616
10/2/1999,301.889145943616,28.845166051389,9,19.845166051389
10/3/1999,301.845166051389,28.814718433693,9,19.814718433693
10/4/1999,301.814718433693,28.841782982756,9,19.841782982756
10/5/1999,301.841782982756,28.895912080882,9,19.895912080882
10/6/1999,301.895912080882,28.925795853806,9,19.925795853806
10/7/1999,301.925795853806,28.961318074451,9,19.961318074451
10/8/1999,301.961318074451,29.024468688932,9,20.024468688932
10/9/1999,302.024468688932,29.144003780627,9,20.144003780627
10/10/1999,302.144003780627,29.309774143638,9,20.309774143638
10/11/1999,302.309774143638,29.472725282789,9,20.472725282789
10/12/1999,302.472725282789,29.58605808199,9,20.58605808199
10/13/1999,302.58605808199,29.607484183332,9,20.607484183332
10/14/1999,302.607484183332,29.490204470725,9,20.490204470725
10/15/1999,302.490204470725,29.255645045512,9,20.255645045512
10/16/1999,302.255645045512,28.986127244426,9,19.986127244426
10/17/1999,301.986127244426,28.717737132884,9,19.717737132884
10/18/1999,301.717737132884,28.493890758341,9,19.493890758341
10/19/1999,301.493890758341,28.352929565304,9,19.352929565304
10/20/1999,301.352929565304,28.377174890507,9,19.377174890507
10/21/1999,301.377174890507,28.560424441455,9,19.560424441455
10/22/1999,301.560424441455,28.814718433693,9,19.814718433693
10/23/1999,301.814718433693,29.049841703678,9,20.049841703678
10/24/1999,302.049841703678,29.176706777412,9,20.176706777412
10/25/1999,302.176706777412,29.171632174462,9,20.171632174462
10/26/1999,302.171632174462,29.087619303412,9,20.087619303412
10/27/1999,302.087619303412,28.944402731287,9,19.944402731287
10/28/1999,301.944402731287,28.75889780125,9,19.75889780125
10/29/1999,301.75889780125,28.550839080328,9,19.550839080328
10/30/1999,301.550839080328,28.374919511418,9,19.374919511418
10/31/1999,301.374919511418,28.269480539027,9,19.269480539027
11/1/1999,301.269480539027,28.230575249748,9,19.230575249748
11/2/1999,301.230575249748,28.25200135109,9,19.25200135109
11/3/1999,301.25200135109,28.32812039533,9,19.32812039533
11/4/1999,301.32812039533,28.444272418392,9,19.444272418392
11/5/1999,301.444272418392,28.58015900848,9,19.58015900848
11/6/1999,301.58015900848,28.720556356744,9,19.720556356744
11/7/1999,301.720556356744,28.849676809566,9,19.849676809566
11/8/1999,301.849676809566,28.951168868553,9,19.951168868553
11/9/1999,301.951168868553,28.985563399654,9,19.985563399654
11/10/1999,301.985563399654,28.942147352198,9,19.942147352198
11/11/1999,301.942147352198,28.849676809566,9,19.849676809566
11/12/1999,301.849676809566,28.733524786504,9,19.733524786504
11/13/1999,301.733524786504,28.623011211163,9,19.623011211163
11/14/1999,301.623011211163,28.537306805797,9,19.537306805797
11/15/1999,301.537306805797,28.482613862898,9,19.482613862898
11/16/1999,301.482613862898,28.455549313835,9,19.455549313835
11/17/1999,301.455549313835,28.454985469063,9,19.454985469063
11/18/1999,301.454985469063,28.482613862898,9,19.482613862898
11/19/1999,301.482613862898,28.521519152176,9,19.521519152176
11/20/1999,301.521519152176,28.561552130999,9,19.561552130999
11/21/1999,301.561552130999,28.601585109821,9,19.601585109821
11/22/1999,301.601585109821,28.642745778188,9,19.642745778188
11/23/1999,301.642745778188,28.686725670416,9,19.686725670416
11/24/1999,301.686725670416,28.710970995618,9,19.710970995618
11/25/1999,301.710970995618,28.699130255403,9,19.699130255403
11/26/1999,301.699130255403,28.662480345213,9,19.662480345213
11/27/1999,301.662480345213,28.608915091859,9,19.608915091859
11/28/1999,301.608915091859,28.549711390784,9,19.549711390784
11/29/1999,301.549711390784,28.514189170139,9,19.514189170139
11/30/1999,301.514189170139,28.503476119468,9,19.503476119468
12/1/1999,301.503476119468,28.488816155392,9,19.488816155392
12/2/1999,301.488816155392,28.441453194532,9,19.441453194532
12/3/1999,301.441453194532,28.333758843051,9,19.333758843051
12/4/1999,301.333758843051,28.184339978432,9,19.184339978432
12/5/1999,301.184339978432,28.045634164484,9,19.045634164484
12/6/1999,301.045634164484,27.93173752051,9,18.93173752051
12/7/1999,300.93173752051,27.856182321043,9,18.856182321043
12/8/1999,300.856182321043,27.834756219701,9,18.834756219701
12/9/1999,300.834756219701,27.870278440346,9,18.870278440346
12/10/1999,300.870278440346,27.942450571181,9,18.942450571181
12/11/1999,300.942450571181,28.041123406307,9,19.041123406307
12/12/1999,301.041123406307,28.151636981648,9,19.151636981648
12/13/1999,301.151636981648,28.262714401761,9,19.262714401761
12/14/1999,301.262714401761,28.328684240102,9,19.328684240102
12/15/1999,301.328684240102,28.330375774419,9,19.330375774419
12/16/1999,301.330375774419,28.285832037419,9,19.285832037419
12/17/1999,301.285832037419,28.22042604385,9,19.22042604385
12/18/1999,301.22042604385,28.155020050281,9,19.155020050281
12/19/1999,301.155020050281,28.118370140091,9,19.118370140091
12/20/1999,301.118370140091,28.105401710332,9,19.105401710332
12/21/1999,301.105401710332,28.090741746256,9,19.090741746256
12/22/1999,301.090741746256,28.046761854028,9,19.046761854028
12/23/1999,301.046761854028,27.945269795042,9,18.945269795042
12/24/1999,300.945269795042,27.825734703347,9,18.825734703347
12/25/1999,300.825734703347,27.737774918892,9,18.737774918892
12/26/1999,300.737774918892,27.668422011918,9,18.668422011918
12/27/1999,300.668422011918,27.604707552665,9,18.604707552665
12/28/1999,300.604707552665,27.534790800919,9,18.534790800919
12/29/1999,300.534790800919,27.476150944615,9,18.476150944615
12/30/1999,300.476150944615,27.456980222362,9,18.456980222362
12/31/1999,300.456980222362,27.469948652122,9,18.469948652122
1/1/2000,300.469948652122,27.510545475716,9,18.510545475716
1/2/2000,300.510545475716,27.580462227463,9,18.580462227463
1/3/2000,300.580462227463,27.626697498779,9,18.626697498779
1/4/2000,300.626697498779,27.64022977331,9,18.64022977331
1/5/2000,300.64022977331,27.64812360012,9,18.64812360012
1/6/2000,300.64812360012,27.678007373044,9,18.678007373044
1/7/2000,300.678007373044,27.757509485917,9,18.757509485917
1/8/2000,300.757509485917,27.842086201739,9,18.842086201739
1/9/2000,300.842086201739,27.88437455965,9,18.88437455965
1/10/2000,300.88437455965,27.905800660992,9,18.905800660992
1/11/2000,300.905800660992,27.927790607105,9,18.927790607105
1/12/2000,300.927790607105,27.974589723194,9,18.974589723194
1/13/2000,300.974589723194,28.034921113813,9,19.034921113813
1/14/2000,301.034921113813,28.078901006041,9,19.078901006041
1/15/2000,301.078901006041,28.092997125345,9,19.092997125345
1/16/2000,301.092997125345,28.063113352421,9,19.063113352421
1/17/2000,301.063113352421,27.975717412738,9,18.975717412738
1/18/2000,300.975717412738,27.85279925241,9,18.85279925241
1/19/2000,300.85279925241,27.733828005487,9,18.733828005487
1/20/2000,300.733828005487,27.626697498779,9,18.626697498779
1/21/2000,300.626697498779,27.546631541134,9,18.546631541134
1/22/2000,300.546631541134,27.503779338451,9,18.503779338451
1/23/2000,300.503779338451,27.520694681615,9,18.520694681615
1/24/2000,300.520694681615,27.593994501994,9,18.593994501994
1/25/2000,300.593994501994,27.699433474386,9,18.699433474386
1/26/2000,300.699433474386,27.812766273587,9,18.812766273587
1/27/2000,300.812766273587,27.910311419169,9,18.910311419169
1/28/2000,300.910311419169,27.9683874307,9,18.9683874307
1/29/2000,300.9683874307,27.984738929092,9,18.984738929092
1/30/2000,300.984738929092,27.967259741156,9,18.967259741156
1/31/2000,300.967259741156,27.919332935523,9,18.919332935523
2/1/2000,300.919332935523,27.846596959916,9,18.846596959916
2/2/2000,300.846596959916,27.757509485917,9,18.757509485917
2/3/2000,300.757509485917,27.671241235778,9,18.671241235778
2/4/2000,300.671241235778,27.612037534703,9,18.612037534703
2/5/2000,300.612037534703,27.600196794488,9,18.600196794488
2/6/2000,300.600196794488,27.659964340335,9,18.659964340335
2/7/2000,300.659964340335,27.815021652676,9,18.815021652676
2/8/2000,300.815021652676,28.030974200408,9,19.030974200408
2/9/2000,301.030974200408,28.235086007926,9,19.235086007926
2/10/2000,301.235086007926,28.358004168254,9,19.358004168254
2/11/2000,301.358004168254,28.328684240102,9,19.328684240102
2/12/2000,301.328684240102,28.132466259395,9,19.132466259395
2/13/2000,301.132466259395,27.85279925241,9,18.85279925241
2/14/2000,300.85279925241,27.566366108159,9,18.566366108159
2/15/2000,300.566366108159,27.355488163376,9,18.355488163376
2/16/2000,300.355488163376,27.295720617528,9,18.295720617528
2/17/2000,300.295720617528,27.419202622629,9,18.419202622629
2/18/2000,300.419202622629,27.668422011918,9,18.668422011918
2/19/2000,300.668422011918,27.989813532042,9,18.989813532042
2/20/2000,300.989813532042,28.330939619191,9,19.330939619191
2/21/2000,301.330939619191,28.636543485694,9,19.636543485694
2/22/2000,301.636543485694,28.80344153825,9,19.80344153825
2/23/2000,301.80344153825,28.838399914123,9,19.838399914123
2/24/2000,301.838399914123,28.782015436908,9,19.782015436908
2/25/2000,301.782015436908,28.674321085428,9,19.674321085428
2/26/2000,301.674321085428,28.554785993733,9,19.554785993733
2/27/2000,301.554785993733,28.458932382468,9,19.458932382468
2/28/2000,301.458932382468,28.355748789165,9,19.355748789165
2/29/2000,301.355748789165,28.310077362621,9,19.310077362621
3/1/2000,301.310077362621,28.298800467178,9,19.298800467178
3/2/2000,301.298800467178,28.328684240102,9,19.328684240102
3/3/2000,301.328684240102,28.408750197747,9,19.408750197747
3/4/2000,301.408750197747,28.526029910354,9,19.526029910354
3/5/2000,301.526029910354,28.653458828859,9,19.653458828859
3/6/2000,301.653458828859,28.793856177124,9,19.793856177124
3/7/2000,301.793856177124,28.946658110375,9,19.946658110375
3/8/2000,301.946658110375,29.114683852475,9,20.114683852475
3/9/2000,302.114683852475,29.239857391892,9,20.239857391892
3/10/2000,302.239857391892,29.287784197525,9,20.287784197525
3/11/2000,302.287784197525,29.290039576613,9,20.290039576613
3/12/2000,302.290039576613,29.280454215487,9,20.280454215487
3/13/2000,302.280454215487,29.290039576613,9,20.290039576613
3/14/2000,302.290039576613,29.311465677955,9,20.311465677955
3/15/2000,302.311465677955,29.322178728626,9,20.322178728626
3/16/2000,302.322178728626,29.340785606106,9,20.340785606106
3/17/2000,302.340785606106,29.377999361068,9,20.377999361068
3/18/2000,302.377999361068,29.451299181447,9,20.451299181447
3/19/2000,302.451299181447,29.594515753573,9,20.594515753573
3/20/2000,302.594515753573,29.787914510419,9,20.787914510419
3/21/2000,302.787914510419,29.952557183886,9,20.952557183886
3/22/2000,302.952557183886,30.010633195417,9,21.010633195417
3/23/2000,303.010633195417,29.888842724633,9,20.888842724633
3/24/2000,302.888842724633,29.643570248749,9,20.643570248749
3/25/2000,302.643570248749,29.395478549005,9,20.395478549005
3/26/2000,302.395478549005,29.156408365614,9,20.156408365614
3/27/2000,302.156408365614,28.942147352198,9,19.942147352198
3/28/2000,301.942147352198,28.76679162806,9,19.76679162806
3/29/2000,301.76679162806,28.725067114922,9,19.725067114922
3/30/2000,301.725067114922,28.855315257288,9,19.855315257288
3/31/2000,301.855315257288,29.085927769096,9,20.085927769096
4/1/2000,302.085927769096,29.341913295651,9,20.341913295651
4/2/2000,302.341913295651,29.551663550889,9,20.551663550889
4/3/2000,302.551663550889,29.663304815775,9,20.663304815775
4/4/2000,302.663304815775,29.698263191648,9,20.698263191648
4/5/2000,302.698263191648,29.686422451433,9,20.686422451433
4/6/2000,302.686422451433,29.661049436686,9,20.661049436686
4/7/2000,302.661049436686,29.652591765104,9,20.652591765104
4/8/2000,302.652591765104,29.664996350091,9,20.664996350091
4/9/2000,302.664996350091,29.687550140977,9,20.687550140977
